cve_item,Concepto,publicacion,cve_periodo,Textbox3,Monto,Flujo_Mes,publicacion2,cve_periodo2,Textbox4,cve_item2,Concepto1,item_Importe2,Flujo_Mes1
,        Ingresos provenientes de operaciones de cobertura,Inmobiliario Mexicano,201806,Año en Curso,0,0,Inmobiliario Mexicano,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,313.56,56.02
,        Ingresos provenientes de operaciones de cobertura,Inmobiliario Mexicano,201805,Año en Curso,0,0,Inmobiliario Mexicano,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,257.54,54.81
,        Ingresos provenientes de operaciones de cobertura,Inmobiliario Mexicano,201804,Año en Curso,0,0,Inmobiliario Mexicano,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,202.73,54.63
,        Ingresos provenientes de operaciones de cobertura,Interacciones,201806,Año en Curso,0,0,Inmobiliario Mexicano,201806,Año en Curso,,            Créditos Comerciales,279.57,50.53
,        Ingresos provenientes de operaciones de cobertura,Interacciones,201805,Año en Curso,0,0,Inmobiliario Mexicano,201805,Año en Curso,,            Créditos Comerciales,229.05,49.26
,        Ingresos provenientes de operaciones de cobertura,Interacciones,201804,Año en Curso,0,0,Inmobiliario Mexicano,201804,Año en Curso,,            Créditos Comerciales,179.79,48.98
,        Ingresos provenientes de operaciones de cobertura,Intercam Banco,201806,Año en Curso,0,0,Inmobiliario Mexicano,201806,Año en Curso,,                Actividad empresarial o comercial,279.57,50.53
,        Ingresos provenientes de operaciones de cobertura,Intercam Banco,201805,Año en Curso,0,0,Inmobiliario Mexicano,201805,Año en Curso,,                Actividad empresarial o comercial,229.05,49.26
,        Ingresos provenientes de operaciones de cobertura,Intercam Banco,201804,Año en Curso,0,0,Inmobiliario Mexicano,201804,Año en Curso,,                Actividad empresarial o comercial,179.79,48.98
,        Ingresos provenientes de operaciones de cobertura,Invex,201806,Año en Curso,0,0,Interacciones,201806,Año en Curso,,    Ingresos por intereses,"8,969.80","1,429.41"
,        Ingresos provenientes de operaciones de cobertura,Invex,201805,Año en Curso,0,0,Interacciones,201805,Año en Curso,,    Ingresos por intereses,"7,540.40","1,596.70"
,        Ingresos provenientes de operaciones de cobertura,Invex,201804,Año en Curso,0,0,Interacciones,201804,Año en Curso,,    Ingresos por intereses,"5,943.70","1,414.68"
,        Ingresos provenientes de operaciones de cobertura,Ixe,201806,Año en Curso,,,Interacciones,201806,Año en Curso,,        Intereses de disponibilidades,338.52,53.95
,        Ingresos provenientes de operaciones de cobertura,Ixe,201805,Año en Curso,,,Interacciones,201805,Año en Curso,,        Intereses de disponibilidades,284.57,84.52
,        Ingresos provenientes de operaciones de cobertura,Ixe,201804,Año en Curso,,,Interacciones,201804,Año en Curso,,        Intereses de disponibilidades,200.04,47.63
,        Ingresos provenientes de operaciones de cobertura,J.P. Morgan,201806,Año en Curso,0,0,Interacciones,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,        Ingresos provenientes de operaciones de cobertura,J.P. Morgan,201805,Año en Curso,0,0,Interacciones,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,        Ingresos provenientes de operaciones de cobertura,J.P. Morgan,201804,Año en Curso,0,0,Interacciones,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,        Ingresos provenientes de operaciones de cobertura,Mizuho Bank,201806,Año en Curso,0,0,Interacciones,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,"3,040.63",519.87
,        Ingresos provenientes de operaciones de cobertura,Mizuho Bank,201805,Año en Curso,0,0,Interacciones,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,"2,520.77",513.6
,        Ingresos provenientes de operaciones de cobertura,Mizuho Bank,201804,Año en Curso,0,0,Interacciones,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,"2,007.16",493.28
,        Ingresos provenientes de operaciones de cobertura,Monex,201806,Año en Curso,0,0,Interacciones,201806,Año en Curso,,            Por Títulos para Negociar,"2,719.05",469.84
,        Ingresos provenientes de operaciones de cobertura,Monex,201805,Año en Curso,0,0,Interacciones,201805,Año en Curso,,            Por Títulos para Negociar,"2,249.21",463.85
,        Ingresos provenientes de operaciones de cobertura,Monex,201804,Año en Curso,0,0,Interacciones,201804,Año en Curso,,            Por Títulos para Negociar,"1,785.36",441.22
,        Ingresos provenientes de operaciones de cobertura,Multiva,201806,Año en Curso,0,0,Interacciones,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,269.55,41.62
,        Ingresos provenientes de operaciones de cobertura,Multiva,201805,Año en Curso,0,0,Interacciones,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,227.93,40.85
,        Ingresos provenientes de operaciones de cobertura,Multiva,201804,Año en Curso,0,0,Interacciones,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,187.07,43.33
,        Ingresos provenientes de operaciones de cobertura,Pagatodo,201806,Año en Curso,0,0,Interacciones,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,52.03,8.4
,        Ingresos provenientes de operaciones de cobertura,Pagatodo,201805,Año en Curso,0,0,Interacciones,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,43.63,8.9
,        Ingresos provenientes de operaciones de cobertura,Pagatodo,201804,Año en Curso,0,0,Interacciones,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,34.73,8.73
,        Ingresos provenientes de operaciones de cobertura,Sabadell,201806,Año en Curso,0,0,Interacciones,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,79.7,10.2
,        Ingresos provenientes de operaciones de cobertura,Sabadell,201805,Año en Curso,0,0,Interacciones,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,69.5,10.26
,        Ingresos provenientes de operaciones de cobertura,Sabadell,201804,Año en Curso,0,0,Interacciones,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,59.24,13.39
,        Ingresos provenientes de operaciones de cobertura,Santander,201806,Año en Curso,0,0,Interacciones,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Ingresos provenientes de operaciones de cobertura,Santander,201805,Año en Curso,0,0,Interacciones,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Ingresos provenientes de operaciones de cobertura,Santander,201804,Año en Curso,0,0,Interacciones,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Ingresos provenientes de operaciones de cobertura,Scotiabank,201806,Año en Curso,0,0,Interacciones,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"5,448.48",917.92
,        Ingresos provenientes de operaciones de cobertura,Scotiabank,201805,Año en Curso,0,0,Interacciones,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"4,530.56",872.17
,        Ingresos provenientes de operaciones de cobertura,Scotiabank,201804,Año en Curso,0,0,Interacciones,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"3,658.39",858.58
,        Ingresos provenientes de operaciones de cobertura,Sistema  Consolidado,201806,Año en Curso,"4,376.85",766.69,Interacciones,201806,Año en Curso,,            Créditos Comerciales,"5,438.98",916.67
,        Ingresos provenientes de operaciones de cobertura,Sistema  Consolidado,201805,Año en Curso,"3,610.15",708.01,Interacciones,201805,Año en Curso,,            Créditos Comerciales,"4,522.31",869.97
,        Ingresos provenientes de operaciones de cobertura,Sistema  Consolidado,201804,Año en Curso,"2,902.15",712.53,Interacciones,201804,Año en Curso,,            Créditos Comerciales,"3,652.34",857.38
,        Ingresos provenientes de operaciones de cobertura,The Bank of New York Mellon,201806,Año en Curso,,,Interacciones,201806,Año en Curso,,                Actividad empresarial o comercial,"1,705.44",303.87
,        Ingresos provenientes de operaciones de cobertura,The Bank of New York Mellon,201805,Año en Curso,,,Interacciones,201805,Año en Curso,,                Actividad empresarial o comercial,"1,401.57",306.29
,        Ingresos provenientes de operaciones de cobertura,The Bank of New York Mellon,201804,Año en Curso,,,Interacciones,201804,Año en Curso,,                Actividad empresarial o comercial,"1,095.28",290.69
,        Ingresos provenientes de operaciones de cobertura,UBS,201806,Año en Curso,0,0,Intercam Banco,201806,Año en Curso,,    Ingresos por intereses,742.42,114.99
,        Ingresos provenientes de operaciones de cobertura,UBS,201805,Año en Curso,,,Intercam Banco,201805,Año en Curso,,    Ingresos por intereses,627.43,125.3
,        Ingresos provenientes de operaciones de cobertura,UBS,201804,Año en Curso,,,Intercam Banco,201804,Año en Curso,,    Ingresos por intereses,502.13,116.85
,        Ingresos provenientes de operaciones de cobertura,Ve por Más,201806,Año en Curso,0,0,Intercam Banco,201806,Año en Curso,,        Intereses de disponibilidades,89.87,19.53
,        Ingresos provenientes de operaciones de cobertura,Ve por Más,201805,Año en Curso,0,0,Intercam Banco,201805,Año en Curso,,        Intereses de disponibilidades,70.34,16.14
,        Ingresos provenientes de operaciones de cobertura,Ve por Más,201804,Año en Curso,0,0,Intercam Banco,201804,Año en Curso,,        Intereses de disponibilidades,54.2,14.13
,        Ingresos provenientes de operaciones de cobertura,Volkswagen Bank,201806,Año en Curso,7.83,1.29,Intercam Banco,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,        Ingresos provenientes de operaciones de cobertura,Volkswagen Bank,201805,Año en Curso,6.54,1.31,Intercam Banco,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,        Ingresos provenientes de operaciones de cobertura,Volkswagen Bank,201804,Año en Curso,5.23,1.27,Intercam Banco,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,0,0
,        Intereses de Cartera de Crédito Vigente,ABC Capital,201806,Año en Curso,355.26,61.73,Intercam Banco,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,246.63,12.33
,        Intereses de Cartera de Crédito Vigente,ABC Capital,201805,Año en Curso,293.54,62.26,Intercam Banco,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,234.31,43.51
,        Intereses de Cartera de Crédito Vigente,ABC Capital,201804,Año en Curso,231.28,58.48,Intercam Banco,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,190.8,37.22
,        Intereses de Cartera de Crédito Vigente,Accendo Banco,201806,Año en Curso,112.18,22.51,Intercam Banco,201806,Año en Curso,,            Por Títulos para Negociar,246.63,12.33
,        Intereses de Cartera de Crédito Vigente,Accendo Banco,201805,Año en Curso,89.67,19.76,Intercam Banco,201805,Año en Curso,,            Por Títulos para Negociar,234.31,43.51
,        Intereses de Cartera de Crédito Vigente,Accendo Banco,201804,Año en Curso,69.92,17.38,Intercam Banco,201804,Año en Curso,,            Por Títulos para Negociar,190.8,37.22
,        Intereses de Cartera de Crédito Vigente,Actinver,201806,Año en Curso,763.71,132.55,Intercam Banco,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses de Cartera de Crédito Vigente,Actinver,201805,Año en Curso,631.17,131.12,Intercam Banco,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses de Cartera de Crédito Vigente,Actinver,201804,Año en Curso,500.05,123.9,Intercam Banco,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses de Cartera de Crédito Vigente,Afirme,201806,Año en Curso,"2,109.78",362.09,Intercam Banco,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,        Intereses de Cartera de Crédito Vigente,Afirme,201805,Año en Curso,"1,747.69",369.06,Intercam Banco,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,        Intereses de Cartera de Crédito Vigente,Afirme,201804,Año en Curso,"1,378.63",351.23,Intercam Banco,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,        Intereses de Cartera de Crédito Vigente,American Express,201806,Año en Curso,"1,556.13",277.07,Intercam Banco,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,53.64,20.04
,        Intereses de Cartera de Crédito Vigente,American Express,201805,Año en Curso,"1,279.06",258.8,Intercam Banco,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,33.6,5.26
,        Intereses de Cartera de Crédito Vigente,American Express,201804,Año en Curso,"1,020.26",276.65,Intercam Banco,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,28.34,8.04
,        Intereses de Cartera de Crédito Vigente,Autofin,201806,Año en Curso,208.22,26.12,Intercam Banco,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses de Cartera de Crédito Vigente,Autofin,201805,Año en Curso,182.1,38.57,Intercam Banco,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses de Cartera de Crédito Vigente,Autofin,201804,Año en Curso,143.52,37.21,Intercam Banco,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses de Cartera de Crédito Vigente,Banamex,201806,Año en Curso,"33,899.67","5,753.95",Intercam Banco,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,340.63,60.91
,        Intereses de Cartera de Crédito Vigente,Banamex,201805,Año en Curso,"28,145.72","5,882.37",Intercam Banco,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,279.72,58.36
,        Intereses de Cartera de Crédito Vigente,Banamex,201804,Año en Curso,"22,263.35","5,649.72",Intercam Banco,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,221.36,55.57
,        Intereses de Cartera de Crédito Vigente,Banamex Consolidado,201806,Año en Curso,"42,560.52","7,205.60",Intercam Banco,201806,Año en Curso,,            Créditos Comerciales,339.84,60.82
,        Intereses de Cartera de Crédito Vigente,Banamex Consolidado,201805,Año en Curso,"35,354.92","7,355.64",Intercam Banco,201805,Año en Curso,,            Créditos Comerciales,279.02,58.25
,        Intereses de Cartera de Crédito Vigente,Banamex Consolidado,201804,Año en Curso,"27,999.29","7,101.90",Intercam Banco,201804,Año en Curso,,            Créditos Comerciales,220.77,55.47
,        Intereses de Cartera de Crédito Vigente,Banca de Inversión y Otros Servicios,201806,Año en Curso,"4,141.69",732.08,Intercam Banco,201806,Año en Curso,,                Actividad empresarial o comercial,334.55,59.82
,        Intereses de Cartera de Crédito Vigente,Banca de Inversión y Otros Servicios,201805,Año en Curso,"3,409.60",746.93,Intercam Banco,201805,Año en Curso,,                Actividad empresarial o comercial,274.73,57.09
,        Intereses de Cartera de Crédito Vigente,Banca de Inversión y Otros Servicios,201804,Año en Curso,"2,662.67",696.23,Intercam Banco,201804,Año en Curso,,                Actividad empresarial o comercial,217.65,54.64
,        Intereses de Cartera de Crédito Vigente,Banca de Inversión y Otros Servicios Consolidado,201806,Año en Curso,"4,141.69",732.08,Invex,201806,Año en Curso,,    Ingresos por intereses,"3,974.11",672.96
,        Intereses de Cartera de Crédito Vigente,Banca de Inversión y Otros Servicios Consolidado,201805,Año en Curso,"3,409.60",746.93,Invex,201805,Año en Curso,,    Ingresos por intereses,"3,301.15",746.54
,        Intereses de Cartera de Crédito Vigente,Banca de Inversión y Otros Servicios Consolidado,201804,Año en Curso,"2,662.67",696.23,Invex,201804,Año en Curso,,    Ingresos por intereses,"2,554.61",604.46
,        Intereses de Cartera de Crédito Vigente,Banca Mifel,201806,Año en Curso,"2,228.70",371.01,Invex,201806,Año en Curso,,        Intereses de disponibilidades,45.86,9.71
,        Intereses de Cartera de Crédito Vigente,Banca Mifel,201805,Año en Curso,"1,857.70",392.96,Invex,201805,Año en Curso,,        Intereses de disponibilidades,36.15,10.9
,        Intereses de Cartera de Crédito Vigente,Banca Mifel,201804,Año en Curso,"1,464.73",382.67,Invex,201804,Año en Curso,,        Intereses de disponibilidades,25.24,7.05
,        Intereses de Cartera de Crédito Vigente,Banco Ahorro Famsa,201806,Año en Curso,"1,508.88",264.6,Invex,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,3.05,0.05
,        Intereses de Cartera de Crédito Vigente,Banco Ahorro Famsa,201805,Año en Curso,"1,244.28",263.6,Invex,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,3,0.6
,        Intereses de Cartera de Crédito Vigente,Banco Ahorro Famsa,201804,Año en Curso,980.69,251.6,Invex,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,2.4,0.69
,        Intereses de Cartera de Crédito Vigente,Banco Azteca,201806,Año en Curso,"19,430.47","3,291.39",Invex,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,"2,115.72",348.98
,        Intereses de Cartera de Crédito Vigente,Banco Azteca,201805,Año en Curso,"16,139.08","3,355.74",Invex,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,"1,766.74",402.12
,        Intereses de Cartera de Crédito Vigente,Banco Azteca,201804,Año en Curso,"12,783.34","3,227.03",Invex,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,"1,364.62",295.67
,        Intereses de Cartera de Crédito Vigente,Banco Base,201806,Año en Curso,343.64,62.89,Invex,201806,Año en Curso,,            Por Títulos para Negociar,"2,115.72",348.98
,        Intereses de Cartera de Crédito Vigente,Banco Base,201805,Año en Curso,280.75,60.61,Invex,201805,Año en Curso,,            Por Títulos para Negociar,"1,766.74",402.12
,        Intereses de Cartera de Crédito Vigente,Banco Base,201804,Año en Curso,220.14,57.63,Invex,201804,Año en Curso,,            Por Títulos para Negociar,"1,364.62",295.67
,        Intereses de Cartera de Crédito Vigente,Banco Bicentenario,201806,Año en Curso,,,Invex,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses de Cartera de Crédito Vigente,Banco Bicentenario,201805,Año en Curso,,,Invex,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses de Cartera de Crédito Vigente,Banco Bicentenario,201804,Año en Curso,,,Invex,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,0,0
,        Intereses de Cartera de Crédito Vigente,Banco del Bajío,201806,Año en Curso,"7,371.99","1,300.06",Invex,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,        Intereses de Cartera de Crédito Vigente,Banco del Bajío,201805,Año en Curso,"6,071.93","1,307.58",Invex,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,        Intereses de Cartera de Crédito Vigente,Banco del Bajío,201804,Año en Curso,"4,764.35","1,220.21",Invex,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,0,0
,        Intereses de Cartera de Crédito Vigente,Banco Deuno,201806,Año en Curso,,,Invex,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,306.78,53.55
,        Intereses de Cartera de Crédito Vigente,Banco Deuno,201805,Año en Curso,,,Invex,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,253.23,68.95
,        Intereses de Cartera de Crédito Vigente,Banco Deuno,201804,Año en Curso,,,Invex,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,184.28,48.96
,        Intereses de Cartera de Crédito Vigente,Banco Wal-Mart,201806,Año en Curso,,,Invex,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses de Cartera de Crédito Vigente,Banco Wal-Mart,201805,Año en Curso,,,Invex,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses de Cartera de Crédito Vigente,Banco Wal-Mart,201804,Año en Curso,,,Invex,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,0,0
,        Intereses de Cartera de Crédito Vigente,BanCoppel,201806,Año en Curso,"3,881.01",666.51,Invex,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"1,462.74",246.83
,        Intereses de Cartera de Crédito Vigente,BanCoppel,201805,Año en Curso,"3,214.49",681.58,Invex,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,"1,215.91",260.09
,        Intereses de Cartera de Crédito Vigente,BanCoppel,201804,Año en Curso,"2,532.91",620.77,Invex,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,955.82,244.51
,        Intereses de Cartera de Crédito Vigente,Bancos Cambiarios,201806,Año en Curso,"2,112.79",371.83,Invex,201806,Año en Curso,,            Créditos Comerciales,853.88,143.41
,        Intereses de Cartera de Crédito Vigente,Bancos Cambiarios,201805,Año en Curso,"1,740.96",366.03,Invex,201805,Año en Curso,,            Créditos Comerciales,710.47,148.41
,        Intereses de Cartera de Crédito Vigente,Bancos Cambiarios,201804,Año en Curso,"1,374.93",348.58,Invex,201804,Año en Curso,,            Créditos Comerciales,562.06,139.29
,        Intereses de Cartera de Crédito Vigente,Bancos Cambiarios Consolidado,201806,Año en Curso,"2,126.83",374.19,Invex,201806,Año en Curso,,                Actividad empresarial o comercial,766.52,127.5
,        Intereses de Cartera de Crédito Vigente,Bancos Cambiarios Consolidado,201805,Año en Curso,"1,752.63",368.42,Invex,201805,Año en Curso,,                Actividad empresarial o comercial,639.02,130.71
,        Intereses de Cartera de Crédito Vigente,Bancos Cambiarios Consolidado,201804,Año en Curso,"1,384.21",350.81,Invex,201804,Año en Curso,,                Actividad empresarial o comercial,508.31,124.51
,        Intereses de Cartera de Crédito Vigente,Bancrea,201806,Año en Curso,579.27,100.61,Ixe,201806,Año en Curso,,    Ingresos por intereses,,
,        Intereses de Cartera de Crédito Vigente,Bancrea,201805,Año en Curso,478.66,102.29,Ixe,201805,Año en Curso,,    Ingresos por intereses,,
,        Intereses de Cartera de Crédito Vigente,Bancrea,201804,Año en Curso,376.37,96.35,Ixe,201804,Año en Curso,,    Ingresos por intereses,,
,        Intereses de Cartera de Crédito Vigente,Bank of America,201806,Año en Curso,267.78,60.47,Ixe,201806,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses de Cartera de Crédito Vigente,Bank of America,201805,Año en Curso,207.31,59.93,Ixe,201805,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses de Cartera de Crédito Vigente,Bank of America,201804,Año en Curso,147.38,51.57,Ixe,201804,Año en Curso,,        Intereses de disponibilidades,,
,        Intereses de Cartera de Crédito Vigente,Bankaool,201806,Año en Curso,0,0,Ixe,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses de Cartera de Crédito Vigente,Bankaool,201805,Año en Curso,0,0,Ixe,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses de Cartera de Crédito Vigente,Bankaool,201804,Año en Curso,0,0,Ixe,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de cuentas de margen,,
,        Intereses de Cartera de Crédito Vigente,Banorte,201806,Año en Curso,"36,434.50","6,207.96",Ixe,201806,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses de Cartera de Crédito Vigente,Banorte,201805,Año en Curso,"30,226.54","6,275.57",Ixe,201805,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses de Cartera de Crédito Vigente,Banorte,201804,Año en Curso,"23,950.97","6,095.03",Ixe,201804,Año en Curso,,        Intereses y rendimientos a favor provenientes de inversiones en valores,,
,        Intereses de Cartera de Crédito Vigente,Banregio,201806,Año en Curso,"5,328.51",952.43,Ixe,201806,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses de Cartera de Crédito Vigente,Banregio,201805,Año en Curso,"4,376.09",911.63,Ixe,201805,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses de Cartera de Crédito Vigente,Banregio,201804,Año en Curso,"3,464.46",888.37,Ixe,201804,Año en Curso,,            Por Títulos para Negociar,,
,        Intereses de Cartera de Crédito Vigente,Bansí,201806,Año en Curso,790.22,131.67,Ixe,201806,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses de Cartera de Crédito Vigente,Bansí,201805,Año en Curso,658.55,139.33,Ixe,201805,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses de Cartera de Crédito Vigente,Bansí,201804,Año en Curso,519.21,134.78,Ixe,201804,Año en Curso,,            Por Títulos Disponibles para la Venta,,
,        Intereses de Cartera de Crédito Vigente,Barclays,201806,Año en Curso,0,0,Ixe,201806,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses de Cartera de Crédito Vigente,Barclays,201805,Año en Curso,0,0,Ixe,201805,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses de Cartera de Crédito Vigente,Barclays,201804,Año en Curso,0,0,Ixe,201804,Año en Curso,,            Por Títulos Conservados a Vencimiento,,
,        Intereses de Cartera de Crédito Vigente,BBVA Bancomer,201806,Año en Curso,"67,520.93","11,533.92",Ixe,201806,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses de Cartera de Crédito Vigente,BBVA Bancomer,201805,Año en Curso,"55,987.01","11,633.39",Ixe,201805,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses de Cartera de Crédito Vigente,BBVA Bancomer,201804,Año en Curso,"44,353.62","11,238.40",Ixe,201804,Año en Curso,,        Intereses y rendimientos a favor en operaciones de reporto,,
,        Intereses de Cartera de Crédito Vigente,BTMU Mexico,201806,Año en Curso,334.08,59.31,Ixe,201806,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,        Intereses de Cartera de Crédito Vigente,BTMU Mexico,201805,Año en Curso,274.76,58.23,Ixe,201805,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,        Intereses de Cartera de Crédito Vigente,BTMU Mexico,201804,Año en Curso,216.53,52.82,Ixe,201804,Año en Curso,,        Ingresos provenientes de operaciones de cobertura,,
,        Intereses de Cartera de Crédito Vigente,CI Banco Consolidado,201806,Año en Curso,597.61,105.79,Ixe,201806,Año en Curso,,        Intereses de Cartera de Crédito Vigente,,
,        Intereses de Cartera de Crédito Vigente,CI Banco Consolidado,201805,Año en Curso,491.82,104.05,Ixe,201805,Año en Curso,,        Intereses de Cartera de Crédito Vigente,,
,        Intereses de Cartera de Crédito Vigente,CI Banco Consolidado,201804,Año en Curso,387.76,100.06,Ixe,201804,Año en Curso,,        Intereses de Cartera de Crédito Vigente,,
,        Intereses de Cartera de Crédito Vigente,CIBanco,201806,Año en Curso,583.57,103.42,Ixe,201806,Año en Curso,,            Créditos Comerciales,,
,        Intereses de Cartera de Crédito Vigente,CIBanco,201805,Año en Curso,480.14,101.65,Ixe,201805,Año en Curso,,            Créditos Comerciales,,
,        Intereses de Cartera de Crédito Vigente,CIBanco,201804,Año en Curso,378.49,97.82,Ixe,201804,Año en Curso,,            Créditos Comerciales,,
,        Intereses de Cartera de Crédito Vigente,Compartamos,201806,Año en Curso,"8,094.46","1,346.90",Ixe,201806,Año en Curso,,                Actividad empresarial o comercial,,
,        Intereses de Cartera de Crédito Vigente,Compartamos,201805,Año en Curso,"6,747.56","1,371.54",Ixe,201805,Año en Curso,,                Actividad empresarial o comercial,,
,        Intereses de Cartera de Crédito Vigente,Compartamos,201804,Año en Curso,"5,376.03","1,329.55",Ixe,201804,Año en Curso,,                Actividad empresarial o comercial,,
,        Intereses de Cartera de Crédito Vigente,Consubanco,201806,Año en Curso,"1,221.45",206.97,J.P. Morgan,201806,Año en Curso,,    Ingresos por intereses,"1,236.58",159.15
,        Intereses de Cartera de Crédito Vigente,Consubanco,201805,Año en Curso,"1,014.48",207.49,J.P. Morgan,201805,Año en Curso,,    Ingresos por intereses,"1,077.43",189.91
,        Intereses de Cartera de Crédito Vigente,Consubanco,201804,Año en Curso,807,204.04,J.P. Morgan,201804,Año en Curso,,    Ingresos por intereses,887.52,222.83
,        Intereses de Cartera de Crédito Vigente,Credit Suisse,201806,Año en Curso,33.68,7,J.P. Morgan,201806,Año en Curso,,        Intereses de disponibilidades,154.83,31.43
